ID,Book,Authors,Subjects,Bookshelves
23031,Wonderful Adventures of Mrs. Seacole in Many Lands,"Seacole, Mary, 1805-1881; Russell, William Howard, Sir, 1820-1907 [Commentator]; W. J. S. [Editor]","Seacole, Mary, 1805-1881 -- Travel -- Ukraine -- Crimea; Crimean War, 1853-1856 -- Personal narratives, Jamaican; Women, Black -- Jamaica -- Biography",Women's Travel Journals
23032,"Punch, or the London Charivari, Vol. 146, April 8, 1914",Various,English wit and humor -- Periodicals,Punch
23033,Classic French Course in English,"Wilkinson, William Cleaver, 1833-1920",French literature -- History and criticism,Language Education
23034,"Captain Canot; Or, Twenty Years of an African Slaver","Canot, Theodore, 1804-1860; Mayer, Brantz, 1809-1879",Slave trade,"Pirates, Buccaneers, Corsairs, etc."
23034,"Captain Canot; Or, Twenty Years of an African Slaver","Canot, Theodore, 1804-1860; Mayer, Brantz, 1809-1879",Slave trade,Slavery
23036,"Dave Darrin After the Mine Layers; Or, Hitting the Enemy a Hard Naval Blow","Hancock, H. Irving (Harrie Irving), 1868-1922",United States. Navy -- Juvenile fiction; Mines (Military explosives) -- Juvenile fiction,Children's Book Series
23038,Quiet Talks on the Crowned Christ of Revelation,"Gordon, S. D. (Samuel Dickey), 1859-1936","Bible. Revelation -- Criticism, interpretation, etc.",Christianity
23040,"The Atlantic Monthly, Volume 18, No. 106, August, 1866
A Magazine of Literature, Science, Art, and Politics",Various,American periodicals,The Atlantic Monthly
23050,Peter Biddulph: The Story of an Australian Settler,"Kingston, William Henry Giles, 1814-1880",Conduct of life -- Juvenile fiction; Australia -- Juvenile fiction,Australia
23058,The Queen Of Spades,"Pushkin, Aleksandr Sergeevich, 1799-1837; Twitchell, H. [Translator]",Russia -- Social life and customs -- Fiction; Gambling -- Fiction; Russian fiction -- Translations into English,Opera
23064,"Punch, or the London Charivari, Vol. 150, June 7, 1916","Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,Punch
23066,The Prairie Traveler: A Hand-book for Overland Expeditions,"Marcy, Randolph B. (Randolph Barnes), 1812-1887",West (U.S.) -- Description and travel; Overland journeys to the Pacific,United States
23086,Auction of To-day,"Work, Milton C. (Milton Cooper), 1864-1934",Auction bridge,"Bestsellers, American, 1895-1923"
23087,"Punch, or the London Charivari, Vol. 146, March 18, 1914","Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,Punch
23091,The Troubadour,"Lowndes, Robert W., 1916-1998",Science fiction; Short stories,Science Fiction
23095,"Lippincott's Magazine of Popular Literature and Science, Volume 11, No. 26, May, 1873",Various,"Science -- Periodicals; Literature, Modern -- 19th century -- Periodicals",Lippincott's Magazine
23099,The Fourth Invasion,"Lowndes, Robert W., 1916-1998",Science fiction; Short stories,Science Fiction
23102,This World Must Die!,"Fyfe, H. B. (Horace Bowne), 1918-1997",Science fiction,Science Fiction
23103,Traders Risk,"Aycock, Roger D., 1914-2004",Science fiction; Short stories,Science Fiction
23104,The Blue Tower,"Smith, Evelyn E., 1922-2000; Francis, Dick [Illustrator]",Science fiction; Short stories,Science Fiction
23104,The Blue Tower,"Smith, Evelyn E., 1922-2000; Francis, Dick [Illustrator]",Science fiction; Short stories,Science Fiction by Women
23108,"Chester Rand; or, The New Path to Fortune","Alger, Horatio, Jr., 1832-1899",Friendship -- Fiction; Conduct of life -- Fiction; Adventure and adventurers -- Fiction; Artists -- Fiction; New York (N.Y.) -- History -- 1865-1898 -- Fiction; Pennsylvania -- History -- 19th century -- Fiction; West (U.S.) -- History -- 19th century -- Fiction,Children's Fiction
23116,"Ruth Fielding Down East; Or, The Hermit of Beach Plum Point","Emerson, Alice B.","Mystery and detective stories; Maine -- Juvenile fiction; Motion picture industry -- Juvenile fiction; Thieves -- Juvenile fiction; Fielding, Ruth (Fictitious character) -- Juvenile fiction",Children's Book Series
23129,The Young Voyageurs: Boy Hunters in the North,"Reid, Mayne, 1818-1883; Harvey, William, 1796-1866 [Illustrator]",Hunting stories; Voyages and travels -- Juvenile fiction; Natural history -- Juvenile fiction; Canada -- Juvenile fiction; Wilderness survival -- Juvenile fiction; Fur trade -- Juvenile fiction,Children's Fiction
23146,And All the Earth a Grave,"MacApp, C. C., 1917-1971",Science fiction; Short stories,Science Fiction
23147,Untechnological Employment,"Clinton, Ed M., 1926-2006",Science fiction; Short stories; Epistolary fiction,Science Fiction
23148,Droozle,"Banta, Frank",Science fiction; Short stories,Science Fiction
23149,In the Control Tower,"Mohler, Will; Giunta, John, 1920-1970 [Illustrator]",Science fiction; Short stories,Science Fiction
23153,The Big Bounce,"Tevis, Walter S., 1928-1984",Science fiction; Short stories,Science Fiction
23155,"Western Characters; or, Types of Border Life in the Western States","McConnel, John Ludlum, 1826-1862; Darley, Felix Octavius Carr, 1822-1888 [Illustrator]",Frontier and pioneer life -- Mississippi River Valley; Mississippi River Valley -- Social life and customs,United States
23159,Stairway to the Stars,"Shaw, Larry T., 1924-1985",Science fiction; Short stories,Science Fiction
23160,Solomon's Orbit,"Carroll, William, 1915-2014; Schoenherr, John, 1935-2010 [Illustrator]",Science fiction; Short stories,Science Fiction
23161,"Sodom and Gomorrah, Texas","Lafferty, R. A., 1914-2002; Ritter, Bob [Illustrator]",Fantasy fiction; Demographic surveys -- Fiction,Science Fiction
23162,No Great Magic,"Leiber, Fritz, 1910-1992; Nodel, Norman, 1922-2000 [Illustrator]",Science fiction; New York (N.Y.) -- Fiction; Time travel -- Fiction; Theater -- Fiction,Science Fiction
23164,The Creature from Cleveland Depths,"Leiber, Fritz, 1910-1992; Wood, Wallace, 1927-1981 [Illustrator]",Science fiction; Inventors -- Fiction,Science Fiction
23169,The Diamond Lens,"O'Brien, Fitz James, 1828-1862",Science fiction; Murder -- Fiction; Microscopy -- Fiction,Precursors of Science Fiction
23172,"The Damned Thing
1898, From ""In the Midst of Life""","Bierce, Ambrose, 1842-1914?",Short stories; Horror tales,Horror
23182,The Brigade Commander,"De Forest, John William, 1826-1906","United States -- History -- Civil War, 1861-1865 -- Fiction",US Civil War
23185,The Glory of Ippling,"Urban, Helen M.",Science fiction; Short stories,Science Fiction
23185,The Glory of Ippling,"Urban, Helen M.",Science fiction; Short stories,Science Fiction by Women
23186,The Handbook to English Heraldry,"Boutell, Charles, 1812-1877; Fox-Davies, Arthur Charles, 1871-1928 [Editor]; Utting, R. B. [Illustrator]",Heraldry -- Great Britain,United Kingdom
23194,The Common Man,"Reynolds, Mack, 1917-1983; Schelling, George, 1938- [Illustrator]",Science fiction,Science Fiction
23197,Subversive,"Reynolds, Mack, 1917-1983; Schoenherr, John, 1935-2010 [Illustrator]",Science fiction; Short stories,Science Fiction
23198,With No Strings Attached,"Garrett, Randall, 1927-1987; Schelling, George, 1938- [Illustrator]",Science fiction; Short stories,Science Fiction
23200,"The Journal of Negro History, Volume 5, 1920",Various,African Americans -- Periodicals,Slavery
23200,"The Journal of Negro History, Volume 5, 1920",Various,African Americans -- Periodicals,The Journal of Negro History
23204,"Notes and Queries, Number 70, March 1, 1851
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.","Various; Bell, George, 1814-1890 [Editor]",Questions and answers -- Periodicals,Notes and Queries
23205,"Notes and Queries, Number 71, March 8, 1851
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.","Various; Bell, George, 1814-1890 [Editor]",Questions and answers -- Periodicals,Notes and Queries
23208,How Janice Day Won,"Long, Helen Beecher",Fathers and daughters -- Juvenile fiction; Robbery -- Juvenile fiction; Thieves -- Juvenile fiction; Prohibition -- Juvenile fiction; Coins -- Juvenile fiction,Children's Book Series
23210,Missing Link,"Herbert, Frank, 1920-1986",Science fiction; Short stories,Science Fiction
23212,"Notes and Queries, Number 72, March 15, 1851
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.","Various; Bell, George, 1814-1890 [Editor]",Questions and answers -- Periodicals,Notes and Queries
23213,"Uncle Wiggily and Old Mother Hubbard
Adventures of the Rabbit Gentleman with the Mother Goose Characters","Garis, Howard Roger, 1873-1962; Bloomfield, Edward [Illustrator]; Campbell, Lang, 1882-1937 [Illustrator]",Animals -- Juvenile fiction; Nursery rhymes; Rabbits -- Juvenile fiction; Uncle Wiggily (Fictitious character) -- Juvenile fiction,Children's Book Series
23224,"Historical Introduction to Studies Among the Sedentary Indians of New Mexico; Report on the Ruins of the Pueblo of Pecos
Papers Of The Archæological Institute Of America, American Series, Vol. I","Bandelier, Adolph Francis Alphonse, 1840-1914",Pueblo Indians; New Mexico -- Antiquities; Pecos National Monument (N.M.),Native America
23225,"Notes and Queries, Number 73, March 22, 1851
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.","Various; Bell, George, 1814-1890 [Editor]",Questions and answers -- Periodicals,Notes and Queries
23226,"Chambers's Edinburgh Journal, No. 455
Volume 18, New Series, September 18, 1852","Various; Chambers, Robert, 1802-1871 [Editor]; Chambers, William, 1800-1883 [Editor]",Periodicals,Chambers's Edinburgh Journal
23232,The Servant Problem,"Young, Robert F., 1915-1986",Science fiction,Science Fiction
23235,"Notes and Queries, Number 197, August 6, 1853
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.","Various; Bell, George, 1814-1890 [Editor]",Questions and answers -- Periodicals,Notes and Queries
23240,"Blackwood's Edinburgh Magazine, No. CCCXXXVI. October, 1843. Vol. LIV.",Various,Scotland -- Periodicals; England -- Periodicals,Blackwood's Edinburgh Magazine
23245,Ancient Ballads and Legends of Hindustan,"Dutt, Toru, 1856-1877; Gosse, Edmund, 1849-1928 [Author of introduction, etc.]",Indic poetry (English),Folklore
23245,Ancient Ballads and Legends of Hindustan,"Dutt, Toru, 1856-1877; Gosse, Edmund, 1849-1928 [Author of introduction, etc.]",Indic poetry (English),India
23259,"Home Taxidermy for Pleasure and Profit
A Guide for Those Who Wish to Prepare and Mount Animals, Birds, Fish, Reptiles, etc., for Home, Den, or Office Decoration","Farnham, Albert Burton, 1870-",Taxidermy,Crafts
23259,"Home Taxidermy for Pleasure and Profit
A Guide for Those Who Wish to Prepare and Mount Animals, Birds, Fish, Reptiles, etc., for Home, Den, or Office Decoration","Farnham, Albert Burton, 1870-",Taxidermy,Animals-Wild-Trapping
23261,"Oowikapun, or, How the Gospel reached the Nelson River Indians","Young, Egerton Ryerson, 1840-1909",Indians of North America -- Missions -- Fiction,Native America
23262,Chasing the Sun,"Ballantyne, R. M. (Robert Michael), 1825-1894",Fishing -- Juvenile fiction; Friendship -- Juvenile fiction; Adventure and adventurers -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Norway -- Juvenile fiction,Children's Fiction
23263,The Fugitives: The Tyrant Queen of Madagascar,"Ballantyne, R. M. (Robert Michael), 1825-1894; Pearson [Illustrator]",Adventure and adventurers -- Juvenile fiction; Fugitives from justice -- Juvenile fiction; Madagascar -- History -- Juvenile fiction; Queens -- Juvenile fiction,Children's Fiction
23267,The Cannibal Islands: Captain Cook's Adventure in the South Seas,"Ballantyne, R. M. (Robert Michael), 1825-1894","Cook, James, 1728-1779; Oceania -- Discovery and exploration",Children's Fiction
23270,"On the Indian Trail
Stories of Missionary Work among Cree and Salteaux Indians","Young, Egerton Ryerson, 1840-1909",Ojibwa Indians -- Missions; Cree Indians -- Missions,Native America
23271,Sunk at Sea,"Ballantyne, R. M. (Robert Michael), 1825-1894",Adventure and adventurers -- Juvenile fiction; Rescues -- Juvenile fiction; Shipwrecks -- Juvenile fiction; Young men -- Juvenile fiction; Pacific Ocean -- Juvenile fiction; Missionaries -- Juvenile fiction,Children's Fiction
23272,The Story of the Rock,"Ballantyne, R. M. (Robert Michael), 1825-1894",Conduct of life -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Seafaring life -- Juvenile fiction; Sailors -- Juvenile fiction; Shipwrecks -- Juvenile fiction; Lighthouses -- Juvenile fiction,Children's Fiction
23274,Lost in the Forest: Wandering Will's Adventures in South America,"Ballantyne, R. M. (Robert Michael), 1825-1894",Adventure and adventurers -- Juvenile fiction; Rescues -- Juvenile fiction; Mutiny -- Juvenile fiction; Young men -- Juvenile fiction; South America -- Juvenile fiction; Hunting -- Juvenile fiction,Children's Fiction
23278,Janice Day at Poketown,"Long, Helen Beecher",Christmas stories; Young women -- Juvenile fiction; Families -- Juvenile fiction,Children's Book Series
23280,The Shirley Letters from California Mines in 1851-52,"Shirley, Dame, 1819-1906","California -- Description and travel; California -- Gold discoveries; Shirley, Dame, 1819-1906 -- Correspondence; Women pioneers -- California -- Correspondence",United States
23282,"Notes and Queries, Number 74, March 29, 1851
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.","Various; Bell, George, 1814-1890 [Editor]",Questions and answers -- Periodicals,Notes and Queries
23286,"The Rover Boys Under Canvas; Or, The Mystery of the Wrecked Submarine","Stratemeyer, Edward, 1862-1930","Schools -- Fiction; Submarines (Ships) -- Fiction; World War, 1914-1918 -- Fiction; Military education -- Fiction",Children's Book Series
23286,"The Rover Boys Under Canvas; Or, The Mystery of the Wrecked Submarine","Stratemeyer, Edward, 1862-1930","Schools -- Fiction; Submarines (Ships) -- Fiction; World War, 1914-1918 -- Fiction; Military education -- Fiction",School Stories
23292,Ted and the Telephone,"Bassett, Sara Ware, 1872-1968; Stecher, William F. (William Frederick), 1864- [Illustrator]",People with disabilities -- Juvenile fiction; Floods -- Juvenile fiction; Inventors -- Juvenile fiction; Telephone -- Juvenile fiction; Anarchists -- Juvenile fiction,Children's Fiction
23301,Each Man Kills,"Glad, Victoria; Napoli, Vincent, 1907-1981 [Illustrator]",Short stories; Horror tales; Vampires -- Fiction,Science Fiction
23301,Each Man Kills,"Glad, Victoria; Napoli, Vincent, 1907-1981 [Illustrator]",Short stories; Horror tales; Vampires -- Fiction,Science Fiction by Women
23302,"The Dumpy Books for Children;
No. 7. A Flower Book","Coybee, Eden; Benson, Nellie [Illustrator]",Fairy tales; Flowers -- Juvenile fiction,Children's Picture Books
23302,"The Dumpy Books for Children;
No. 7. A Flower Book","Coybee, Eden; Benson, Nellie [Illustrator]",Fairy tales; Flowers -- Juvenile fiction,Horticulture
